,XOM,CVX,AAPL,MSFT,CSCO,INTC,SLB,COP,JPM,WFC,USB,AXP,WMT,TGT,HD,COST
1993-02-12,-0.0343778056680168,-0.1475720465890173,-0.0364275901675845,-0.0358998718565635,-0.0170491415510014,-0.0336560717981981,-0.1001813457330413,-0.1634948192189682,-0.1278845320321266,-0.0436430869457384,0.0164470004783598,-0.0689507129935629,0.0,-0.0300613796108395,-0.0910094243315713,-0.0498879568345325
1993-02-16,0.1031334205231395,0.0295144086378744,-0.0161829114554199,-0.0607496619487704,-0.0495854413693381,-0.0981750296530967,-0.100181343612336,0.0,-0.2131426001888892,-0.052373832771583,-0.0657832699881271,-0.137908591865294,-0.2323088399999999,-0.2405253472897008,-0.2882010983459988,-0.1995518222222223
1993-02-17,-0.0343778056680168,0.0295144099173541,0.0202355857696698,-0.0165712367966355,0.0030974807589219,0.0448795500527925,0.0,-0.0467121394811123,-0.0213157954699072,-0.0960116332241383,-0.0657832747322082,0.0919389399211123,0.046461766599597,-0.0901978521088615,-0.1365141309037945,-0.0249439775280899
1993-02-18,-0.017188903030302,-0.0737860215946835,0.0,0.0082856213294164,0.0309919910837848,-0.016831534968182,-0.2203989624724052,-0.0700656803398649,-0.2344532634264151,-0.0436377920632184,0.0164470027887642,-0.1149275333241819,-0.09292353939394,0.0,0.0151728479537052,-0.0997759097744364
1993-02-19,0.2922113463035032,0.2803868794212221,-0.0080869055729169,-0.0469427062890319,-0.0154959987658163,0.1037831109393003,0.260471492537313,0.1167826685327328,0.2131374926369575,0.0087254347294085,0.1480135313815371,0.0229814263103484,-0.1161544207317071,0.0150306905731927,-0.1061753580958893,-0.0498879552238804
1993-02-22,0.0687556124031001,0.1770864644549767,0.0040434517607257,-0.0662782405583546,-0.0340983853686276,-0.016831718502698,0.2805077681159424,0.0700709146189026,0.1705110042490751,0.0174561731843572,0.0164470004783598,0.0459696538413778,-0.1393853086419749,0.0375801545253899,-0.1971916926763546,-0.0498879552238804
1993-02-23,-0.1375112283464581,-0.1475720512820508,-0.0242881436615483,0.0331426568238353,-0.0294477625843831,-0.033663075818541,-0.181226942675158,0.0934240830106878,-0.1705161392147598,0.0261869170749893,-0.0164470004823966,-0.0919389374616201,-0.1858470814196238,-0.1052285355007178,-0.1061753516990133,-0.0249439775280899
1993-02-24,0.0,-0.0885432272727282,0.0485670479066877,0.1076994196143927,0.0588867099517836,0.1178141050988363,0.2013632563025194,-0.0233541069802072,0.1065687382330118,0.0698246975021348,0.0328940009567197,0.0919393147471243,0.4413867959999997,0.0676483901346687,0.4398811655292949,0.0
1993-02-25,0.0171889037328103,-0.103300436482085,0.0485671850265174,0.0414282668180605,0.0216908329309197,0.0112162952298304,-0.1610906042553193,-0.116782672801075,-0.0426264750529723,0.0261816113670589,0.0331715997659602,-0.0229882299011121,0.2090779567779961,-0.0751671703068295,0.0606706439822968,0.0
1993-02-26,0.0171889037328103,0.0,-0.0404710558897625,-0.019328639032512,0.0093011433610254,-0.0280550124213045,0.1409542893081763,0.0700709127937049,-0.1705110109222216,-0.0174561774193549,0.0165858032299581,0.0689578878558103,0.0929235384615374,-0.0901978596760928,-0.0606706429106926,-0.0498879552238804
1993-03-01,0.0515667064579261,0.1475720414673045,0.0080960049494724,-0.0497068134932745,-0.0216998834202317,-0.0336630686165486,-0.0604089770354914,0.0934240830106878,-0.0426264735001273,0.0349123510638298,0.0663382987963023,0.0229882293121308,0.0464617689393946,0.0075119175320361,-0.1365141389445199,0.0
1993-03-02,0.103133418604651,0.1918436692789971,0.0404710546020645,0.0635141332864408,0.0387401099103585,0.0953743501050707,0.1208179546391736,0.1167778188334356,0.1278845320321266,0.0698247120418846,0.0331716055825976,0.0229882293121308,0.3252323786764712,-0.0150375466375729,0.1365141391598641,0.074831934545454
1993-03-03,-0.0859445117187505,-0.1180576410256399,0.0202354573051444,0.0,0.0247883324485971,0.0140238256310052,-0.2416359075630261,-0.0467123233592863,0.0213157944128576,0.0174561770833334,0.0,0.0459696585006241,-0.0929235333333338,-0.02254946230462,0.0,0.0
1993-03-04,0.0343778058252421,0.0295144089456869,0.016192137640097,-0.0220927441307636,0.021699762423859,-0.0252473006780649,0.0,-0.0233535463988117,-0.1918268038227299,-0.0872808823529407,-0.0165810238864301,0.0459692878460806,-0.2323088403041833,0.0300613802014506,-0.0606989876011194,-0.1247198909090911
1993-03-05,-0.1547001284584972,-0.1033004361873999,0.0080960040621183,-0.0165714115692652,-0.0030973688759077,-0.0617040935004133,-0.1208179576271195,0.0,-0.0426264722429348,0.0261869172964885,0.0,0.0919393051430601,-0.0929235343511454,0.1127473276416601,-0.0455259705139372,0.1496638714285714
1993-03-08,0.1547001279069757,0.0,0.0485670539286335,0.0220927454651638,0.0123897030837045,0.0673193193277308,-0.1006816274089921,0.0233535463988125,0.1491952104499594,0.0872861851086446,0.0331716036747575,0.1838782623146375,0.2323088376383761,0.0751671650583878,0.1365779124948609,-0.0997759130434783
1993-03-09,-0.0515667076023405,-0.0295144103392566,0.0080960038001332,0.0055215069427003,0.0108542931006134,0.0112162952298304,0.0604089808917205,-0.0934238999561296,0.1705161168400906,0.0698246999999998,0.0497573982964985,0.1379085900081413,0.0,-0.0150306917317202,0.0151799350996624,-0.0249439783393503
1993-03-10,-0.0515667064579243,0.0590288218298553,0.0,0.0110499054268233,0.0108454752602022,-0.019632062600182,0.0,-0.1167776298747584,0.1918268001529997,0.0610939628917845,0.0331668238252351,-0.1379086078902345,0.0464617683823522,-0.0375801563021216,-0.0303460340544221,-0.0498879568345325
1993-03-11,-0.0515667100591716,-0.0737860241935486,-0.0040435808931691,0.0276140767937145,0.0216997668476104,-0.019639246459004,-0.1610906090712731,-0.0467121409374868,-0.1065738526911488,0.0087307401852361,0.0,0.0689578805999495,-0.2787706188679237,-0.030068234697711,-0.0606989874684718,-0.0997759117647056
1993-03-12,-0.0687556087824354,0.0147572051696283,-0.0161920076678347,0.0662782247191011,0.0154961104489854,0.0252474875725443,-0.1208179559471371,-0.0934244590631392,0.0213157957705272,-0.0174614827433949,-0.0663432041531626,0.1608896467463569,0.0929235338345861,0.0150306908027619,0.0910519417189545,0.0498879555555555
1993-03-15,0.0515667094861651,-0.0147572042139376,0.0323751728604599,-0.0358998721929488,0.0123986251323995,0.0084157668926883,0.0402726520787748,0.0700709127937049,0.0,0.0261816081774299,-0.049757400698196,-0.1608896676083171,0.0,-0.0150306905449761,0.0607059005051704,0.0997759117647056
1993-03-16,0.1203223164062503,0.0590288167202572,-0.0242791719936383,-0.0110430141020045,-0.0062037764670916,0.0056080593062839,0.2214995808510647,0.0233582176318885,0.1705161338353455,-0.0349123564356435,0.0829290011405703,0.0229885958250228,0.0464617695167284,0.045098926671784,-0.0303529539360143,-0.0997759104477609
1993-03-17,0.0343778050682246,0.14757205371248,-0.0445235913182766,-0.0303783648028594,-0.0309919776329972,-0.1121988799379969,0.1006816352201269,-0.046711761971526,-0.2131425979842856,-0.061093955336581,-0.0165857994321658,0.0689507221102525,0.0,0.0225494626168227,-0.0151730169375605,-0.0498879545454551
1993-03-18,0.0859445183044318,0.0442716132075471,-0.0161921389030565,-0.0110497315816966,-0.0154959886628891,-0.0056082390576053,-0.1208179576271195,-0.0467121409374868,-0.0426264762791666,-0.0174561776649748,0.0165810236911392,0.0459696530987816,0.1395180885608855,0.0300682337117166,0.04552597083162,0.0498879545454542
1993-03-19,-0.0343778065764031,-0.014757205329154,-0.0404802858397104,-0.0331424740445349,-0.0201466263329268,-0.0504877861182615,-0.0805453076923061,-0.0467121409374868,-0.1705161325675712,-0.0261869178681095,0.0,0.0459768255000438,-0.279036181132076,-0.1352967714285711,-0.0303529538702687,-0.0997759090909093
1993-03-22,0.0515667109826605,0.0295144093750003,-0.0080869064592734,0.0027641125174182,-0.0247971425665769,-0.0224397699115042,-0.0402726522678182,0.1167776379208112,0.1065738527749013,0.0523738382066003,-0.0165857994321658,0.0459768255000438,0.0,0.0225494629872633,-0.0606989874684718,0.0
1993-03-23,-0.0343778065764031,0.0147572050078235,-0.016192131256282,-0.0082856183423825,-0.0371958653752086,-0.0336632515687131,-0.2013632671081673,-0.0233535450194235,-0.1065738658546928,-0.0174561758793969,0.0165857994321658,0.0459696596386676,-0.0930120534351139,-0.0826790766435028,-0.091051939920109,0.0
1993-03-24,0.0859445192307699,0.1475720489296641,0.0323750524715777,0.0662782497060519,0.0,0.0392714821790862,0.1006816339869285,-0.0233582171626309,-0.1705110044621927,0.0174508678989413,0.0331716004562281,-0.1838850564526035,0.0,0.0450989282296649,-0.1821038768975293,-0.074831931034482
1993-03-25,0.1031334171428568,-0.0590288209876543,0.0323842753544003,0.0193355319088959,0.0743827160352224,0.0084157686831707,0.1208179655172401,0.0700656899273068,0.0213106794491686,0.0261869158386001,0.016585800228114,0.0689578860688389,0.2325301503759398,0.0601296202008718,0.1669308648345717,0.2993277352941179
1993-03-26,-0.0343778045977014,0.0,-0.0485671902383844,-0.0303783607865133,-0.0062037902892033,-0.0476800776912553,-0.0402726538461539,-0.0700656799486632,0.0852580656794925,-0.0523685329949241,0.0,-0.045969287394258,-0.1860241216730038,0.0526108402645357,-0.1365779098801631,-0.0498879555555555
1993-03-29,0.1375112301886805,0.1180576391437302,-0.0404711689811845,0.0055215077328272,-0.0309920725991805,0.0,0.0604089767441848,0.0467121376883161,0.0213106800346931,0.0261869191033001,0.0,-0.0695775293947447,0.0930120601503752,0.075167169805125,0.0606989872364334,-0.1496638636363636
1993-03-30,0.0859445112781944,0.0885432254160374,0.0364277137423507,0.0552354029714283,-0.0185933667612554,0.0224469591675022,0.0,-0.0700656799486632,-0.0639422733600678,-0.0087254352491918,-0.0165858026300735,0.0463875597195917,-0.7906024779116461,-0.0826790725892907,-0.1062318761169969,0.0997759104477609
1993-03-31,-0.0343778071833646,0.0442716135338354,-0.0323750351980727,0.0276140838688587,0.0123986259086001,-0.0224397739130433,-0.1006816281512605,-0.0934240844864362,-0.0429796468833814,-0.0174508704983837,0.0331716004562281,-0.0927747500941009,0.1395180826771653,0.135296781818182,0.0607059073169296,0.3492156842105265
1993-04-01,-0.085944513358779,-0.132814844036698,0.0161829045393324,0.0110499058064514,-0.0185934569864321,-0.075727897388524,0.0402726541666655,-0.0467121409374868,0.0,-0.0349123499999999,0.0497526263198588,0.0927747403292906,-0.3255421967871488,0.0075119183210254,-0.1517578458964505,-0.2993277165354326
1993-04-02,0.1203223251417782,-0.0737860262345684,-0.0121395871878324,-0.0441855001883231,-0.0278946093087553,-0.0673121330304997,-0.0604089789473683,0.0934240830106878,-0.3223215780891522,0.0,0.0,-0.0463871822078889,-0.0930120573770487,-0.1653650030624414,-0.1365779065285988,-0.1995518360655737
1993-04-05,0.1031334179104472,0.2361152814371259,0.0,0.060756913486927,0.0092922068444305,0.0476872603085607,0.0604089770354914,0.1167778284968852,0.1074439597417038,0.0087254355720403,0.0331668238252351,0.2087470494618042,-0.2790361764705888,-0.015030691513389,-0.1365779050632909,0.3492156793893128
1993-04-06,0.1203223142329026,0.1033004289940819,-0.0404710439709685,-0.0441855001883231,-0.0123986208737056,0.0,0.241635926829268,0.0233585907010249,-0.128928625204745,0.0436377878376466,0.0165858009210149,-0.0231972091475007,-0.6510843783783784,-0.0826790753053199,-0.3490347135094573,-0.2494397619047621
1993-04-07,0.0859445146520148,0.0442716150442485,0.0485671707686268,0.005521508427597,0.0495944044535261,0.0560958394610526,0.4429991776061772,0.0700709208689573,0.1504184642865933,0.0523685336538464,0.1160910662635723,0.0695847627359889,0.0930120540540535,-0.0075187730506414,0.1821038713797662,0.0997759055118114
1993-04-08,0.0171889025735296,0.0295144094256247,-0.0080869033988077,-0.0220927415730336,-0.0340894464066148,-0.0280480069668667,0.0,0.0467117609601741,-0.0429744938766472,0.122198552277291,0.049757403603464,0.0231972093920891,0.4185542727272722,-0.1202660839701525,-0.0455259674296906,-0.1496638560000001
1993-04-12,0.085944518181817,0.0,0.0161829062499931,0.0303785354776662,-0.0123985284722665,0.0841510363123587,-0.1812269343936385,0.0233582160774776,0.1933929557522118,0.0523685246636773,0.0,0.0231975843151186,0.2325301458333335,0.0676483890816452,0.0,0.0
1993-04-13,-0.034377806569342,-0.0147572050147495,-0.0647593162159778,-0.0303785403850567,0.0340984095774161,-0.1093983545694072,0.221499595330739,0.1167824937059478,0.0644643174557506,-0.0261869182832055,0.0331716002119462,0.0,-0.3720482413793089,0.0450989267564461,0.1214048897306065,-0.099775902439025
1993-04-14,0.0343778069216753,0.0295144082232017,0.0161921346929077,0.0,0.0123986226215102,0.0112232968523411,0.120817957528958,-0.1868483696061407,-0.1719031230568415,-0.0698246940639268,-0.0497524967148175,0.0463875611775472,-0.6975904128440362,-0.1202660778923236,-0.3035087135498946,-0.2494397881355938
1993-04-15,-0.0859445128676483,-0.1328148402985061,-0.0323750451084445,-0.019328455521405,-0.0123986295018945,-0.0084157682300669,-0.1208179567779943,-0.0934240952530025,-0.2578572727272732,-0.0523738332974863,-0.1658483122276921,-0.1623595047195758,0.04650602714932,-0.0300682342556433,0.0607059831983702,-0.0748319356223179
1993-04-16,0.1375112173913049,0.0147572044444448,-0.0040434509781404,-0.0055215077328274,-0.0247972470638007,-0.0392713076954547,0.2819085606060607,0.0467117609601741,0.0214898226161164,-0.0960063203453014,0.0829242372355691,0.0927747432837504,-0.3720482253521116,-0.1352967715736044,-0.2832736407238982,-0.0997759137931035
1993-04-19,-0.1203223167587488,-0.0590288166915051,0.0,0.0,-0.0310009285385712,-0.0617040935739017,0.0201363262955851,0.0700703574200352,-0.1074388083508157,-0.0087307412364157,0.0331668290280031,-0.0463875551726271,-0.046506028037383,0.0450989299999999,0.0202358672479734,0.049887957264957
1993-04-20,-0.1031334146341471,0.0442716125186279,0.0404710428717636,0.0,-0.0371958653752086,0.0617110791850694,-0.1208179613152804,0.0,-0.0644643193877465,-0.0610992649890489,-0.0829242229073434,-0.1391623023342854,-0.0465060284360188,0.0150375454129907,0.0809418488599051,-0.0997759122807018
1993-04-21,-0.0515667113207545,-0.1475720454545452,-0.0202354623993559,-0.0414282704307629,0.037195870044655,0.0280478388368687,-0.2416359289940821,-0.2335605075802496,-0.0859541341426419,-0.0872808910891089,-0.1326768497495223,0.069584765133956,0.0930120563380292,0.0375801521737484,0.0202350574866789,0.0
1993-04-22,-0.0515667096774183,-0.0147572048558419,0.0242790381344721,-0.0276140703216019,0.0,-0.1121988541666665,0.0,0.0467121376883161,-0.0859489872186607,0.0,-0.1824341142224237,0.0,0.046506028037383,-0.0450989315797052,-0.0404707624537579,0.0
1993-04-23,-0.1203223190661475,-0.0295144086021501,-0.0161921346403399,-0.0358998718215775,-0.009301153732703,-0.0729275690500133,0.1208179565217388,0.0700709099496341,-0.1074388090043552,-0.0523685249999998,-0.0663432102673704,0.0695847741891215,0.139518084112149,-0.0826859305429792,-0.0404709247976686,0.0
1993-04-26,0.0515667087378641,-0.014757205246914,-0.0080960025753267,-0.0248570303756496,-0.0278946286119272,-0.0898561440396739,0.0604089801980194,-0.1634901366549348,-0.1719031292485073,-0.0785554379538875,-0.0331716072165386,-0.0927751201279036,-0.139518084507042,-0.1127473159580763,-0.2630377804352548,-0.0997759122807018
1993-04-27,0.1031334149139571,0.132814841221375,0.0485670451697055,0.044185491753681,-0.0030973691660118,0.1010845524939132,-0.0201363259999993,-0.1401362238037986,0.1289286336633663,0.1134625025048792,0.1824342735473925,-0.0231899761011424,0.1860241105990798,0.0375870093357804,0.1821038642727162,0.0997759145299141
1993-04-28,0.10313341825095,0.2361152705882343,0.0526106354634507,0.0662782325581394,0.0526918614640083,0.0393067465310843,0.261772257309941,0.1167776379208112,0.0,-0.0349123543524916,-0.0331668252205408,-0.0927819848804087,-0.0465060279069771,0.0526177047656011,-0.0404631563046171,-0.1496638684210527
1993-04-29,0.034377806818183,0.059028819912152,-0.0242881346024037,-0.0055213297802954,0.0433907212484538,0.0336994661165181,0.0604089804305285,0.0700656881199348,0.0429744945436887,0.0698246973758141,0.0331716016637,0.1159719617755836,-0.046506028037383,-0.0075119171500723,-0.0809347266195494,0.0
1993-04-30,-0.0515667102272718,0.0737860232220608,0.0161921316100137,0.0110499059800588,-0.0619930414538649,-0.0252675906685091,0.0201363261718743,-0.0700709216662387,-0.0429744901019599,0.0174614835471658,0.0331668266953442,-0.0695847697738178,0.0,0.0150306904263297,0.1011697882144204,0.0498879568965522
1993-05-03,-0.0171889037735848,-0.073786023391813,0.0202354599602325,0.0138071234996917,0.0557892303500937,0.0280783313934431,0.1006816281310207,0.047165557469615,0.0,0.0351380561880261,-0.0331668269082574,0.0463871869306364,-0.0930120571428574,-0.0751603003493315,0.0809347295731104,0.1496638749999999
1993-05-04,-0.085944513358779,0.1341881114327066,0.03642759299022,0.0276142584509997,0.0278946290075261,0.0870453796562427,-0.0604089824561402,0.0943313039730986,0.1933929478752025,0.0,-0.0165858008318497,0.0463947963995678,0.2325301395348837,0.0751671567548459,0.020235057949284,0.0
1993-05-05,-0.0515667109826587,0.1192783285302603,0.0485670591875173,0.0276142548314548,0.0371958748157448,0.0056213099004773,0.0,-0.0707457835523115,-0.2363726066344451,-0.0439199004262729,0.0497574050274889,-0.0695847723000007,-0.046506028037383,-0.0075187720587628,0.1821038736729434,0.0
1993-05-06,0.0515667074569776,0.014909791066282,-0.0242881456006498,-0.038663976335842,-0.0186024197910976,-0.0449280534768599,-0.060408982352941,0.0943260171339783,-0.1074388118882074,-0.0878504699237883,0.0,0.1391695302679121,-0.0930120563380274,0.1202592381184999,-0.1416329454570712,-0.2494397826086958
1993-05-07,-0.1042819064327496,-0.014909790159189,0.04048027943507,-0.0055215077328274,0.0619930376533028,0.0224640294117648,-0.04027265490196,0.0707459782152675,-0.1074388005688238,-0.0087818445074399,0.0,-0.0695847694400715,-0.186024114285713,-0.0225494635866958,0.0809340819762143,0.0
1993-05-10,-0.0869015913555983,-0.0894587419354842,0.0,0.013814198631425,0.0,-0.0056213102787285,-0.1006816304347815,-0.1650770729068931,0.0859541373490202,-0.0527124199228086,0.0331716033516591,0.0,-0.0930120574162671,0.0075119171605377,0.0202350584936299,0.0498879568965522
1993-05-11,0.0,0.1341881114327066,-0.0161921389030565,-0.0110430141020045,0.0123896732419641,-0.0336924570975565,0.1006816306483315,0.0,0.2148827722430955,0.0790579444079382,0.1160957104163751,0.139162309086922,-0.0930120576923076,0.0526176961705306,0.0,0.0498879568965522
1993-05-12,0.052140953216373,0.1192783295454553,-0.0323750508235651,-0.0276211512664985,-0.006203790047355,-0.0280783309989796,0.1812269423076919,0.2358275785303858,-0.0214898238102865,0.0175636845495303,-0.0165808915912868,0.0,0.2790361666666658,0.0751671606946065,0.0606990244167748,0.0
1993-05-13,-0.0869015846456697,-0.1043685316091949,0.0647591962959297,0.0,-0.0093011534618314,0.0084176756445306,0.0402726538461539,-0.1179162524079773,-0.2148776115995669,-0.0614889328152412,-0.0331716048062933,-0.0695847662959581,-0.139518084507042,0.0075187721915899,-0.2023389282441625,-0.0498879568965513
1993-05-14,-0.0173803176470599,-0.1490979039301301,0.0080960044692317,-0.0110428363025285,0.0464879732538634,-0.0112284232198183,0.161090611005692,-0.1179166147943044,-0.0429796477831132,-0.0790579454874635,-0.0829242369559901,0.0,0.1395180825688076,-0.0226734760470055,0.0,0.0997759137931035
1993-05-17,0.0869015922330085,-0.0149097912408766,0.0080961333841649,0.0165643456625583,0.0588955747931434,0.0224640303030301,0.0604089792452828,0.1650817953025303,-0.0644643143351384,0.0,-0.0331716019130405,-0.0695847739437187,-0.0465060276497695,-0.0604603112113508,-0.0404709251502444,-0.0997759130434783
1993-05-18,-0.0347606342412447,-0.0745489543446247,0.0,0.0386571017712575,0.0186023104065549,0.0280783261570052,-0.1006816281310225,0.0471649892381114,-0.0214898232150009,0.0263562087571842,0.0497526312568692,0.0695775357538455,-0.0930120558139542,0.0151133549030921,0.1618688127494545,0.0
1993-05-19,0.0869015860735,-0.0596391632047481,0.0809422222290539,0.0386571016345973,0.0526829115777309,0.0561564917412313,-0.0402726550387591,-0.0235807957738636,0.1719031296217066,0.12297783774929,0.0663384234797122,0.1855494980459413,0.3255421883408065,0.0906939067357512,0.2832736704076746,0.1496638739495805
1993-05-20,0.0869015900383143,0.0149097902511083,0.0485671743696918,0.0414282648944244,-0.0278946250559199,-0.0112354323140611,-0.0604089805447483,0.0471651761154507,0.064464315089884,-0.0175690297029702,-0.0165857999806564,0.0695775347103593,0.2325301535087707,0.0529001863385358,0.1213978919252705,-0.0498879583333335
1993-05-21,-0.0521409555984551,0.0149097902511083,-0.040471175805806,-0.0220998214085557,-0.0185934660352222,-0.0140391669329016,0.0,0.0,-0.1719031105668182,-0.0351380599999999,0.0165857999806564,-0.0927747486018519,-0.2790361643835606,-0.0075532311614967,-0.0606988652156088,0.0
1993-05-24,0.0173803173076922,0.0149097902511083,0.0283315845588651,-0.0027572189939024,0.0123896781291887,0.0112284201784618,0.140954279383429,0.0235849463259647,0.0859541431969788,-0.0087818441178528,-0.0331668272005067,0.0,0.139518080357142,0.0302336042459732,-0.0607059863253987,-0.0748319350649353
1993-05-25,0.0,0.0298195829662262,-0.0121484216048228,-0.0110497289408377,-0.0123986242356373,0.0,0.1213792457142854,0.0,0.0644643182513231,0.0175636848041493,0.0497526234990557,0.0463871889590183,0.046506026431718,-0.0755736607353689,0.0202350591885531,0.0997759137931035
1993-05-26,-0.0521409516441018,0.0,0.0566631818181817,0.0828425687525795,0.0681878654928178,0.0954702512614682,0.1618389924812024,0.0471655592126722,0.2363674271603635,0.0966323306866021,0.0334575853220413,0.0927747355829176,-0.093012053333334,-0.1209275209469415,0.0606990258121644,-0.0498879568965513
1993-05-27,0.0,0.2683762425952043,-0.0080960030524368,-0.019328453600262,-0.0247971516050105,0.028078149526356,0.0404597476459525,0.0943313021337814,-0.1074388066999842,-0.0614942598584078,0.033452769651475,0.0,-0.1860241081081088,-0.0906939166666669,0.0,0.049887957627118
1993-05-28,0.156422851145038,-0.0596391659574457,-0.0121650007125302,-0.0193355293934693,-0.0123986277152221,-0.0365032011896691,-0.1213792413793104,-0.0471657414620407,0.0429796483961846,-0.035138052095637,-0.0167239750385208,-0.0463875533438988,0.2325301345291475,0.030233598974914,0.0,-0.049887957264957
1993-06-01,-0.0347606372360846,0.1192783281907434,0.0162170482894672,0.0717997412829123,-0.0371868327351605,0.1010917269364823,-0.1213792500000003,0.1414964878291682,0.0644643173076922,0.0175743702054727,0.0167239751438192,-0.046387183837572,0.1395180800000002,-0.0982540277376511,0.0202358687339456,-0.0498879576271189
1993-06-02,-0.0173803179190752,-0.0298195808720116,0.0081040951632476,0.0,-0.0093011563043594,-0.0056142999075312,-0.0202298740601509,0.0943309136267238,-0.1074388118882074,-0.0439198932836322,-0.0167287917786782,-0.0463875598533922,0.0930120528634361,-0.0302335984797696,-0.0202280989684089,-0.024943978723404
1993-06-03,0.0695212692307691,0.0,-0.0202779533222767,-0.0248568548418548,0.0247883073346759,-0.002810744718058,0.0606896214689278,0.0707457850259558,-0.0214898246590102,-0.035138059636905,-0.0501863801897908,0.0927747355829176,-0.0930120545454542,-0.0831337831897198,-0.1011691460522765,0.099775915254237
1993-06-04,0.1042819080459764,0.0596391629213481,-0.0283909040044691,0.0,-0.0278946269647843,-0.0056143000347423,0.2022987499999988,-0.0707457885586801,-0.0859541365567686,-0.1142013487850031,-0.0836391526501443,0.0463875590238966,-0.2790361682242999,-0.01511335528168,-0.0809340852824602,-0.049887957264957
1993-06-07,0.0173803173996187,0.1192783222222217,-0.1216765363587784,-0.0220927472284051,-0.0247882987888519,-0.0898561275618554,-0.0404597476459507,0.0,-0.3008369031202562,-0.0966323199486525,-0.2174597199822683,0.0,-0.0465060281690128,-0.0302336006093337,-0.3642077380788597,0.0
1993-06-08,0.1216622188679252,-0.0447293723849373,0.0243389766513113,-0.0165712374148299,-0.0061947354018159,-0.0842418300236564,0.1416091250000004,0.0235855120633434,0.0429744928070325,0.0,-0.0836390178937418,-0.0231899761011424,-0.0465619905660386,0.007560123103385,0.242809854723605,0.0249439785407723
1993-06-09,0.1390425380333955,-0.0149097913769118,-0.0243297353337335,-0.0386639867410991,0.0092922081597506,-0.0393139385425382,-0.1416091152416356,-0.0471657456538539,0.1289286298178167,0.0439252348853567,0.0167286589981321,0.0463875549424654,0.0,-0.0302267102448152,0.0202280976367159,0.049887957264957
1993-06-10,0.0,0.0298195817174526,0.0324519347136156,-0.0027572186472131,0.0247972409365024,-0.0168497327169219,0.0606896208178433,-0.0235802324851199,0.0214846679868001,-0.0087818428058294,0.1170918921993848,0.0695847685119215,-0.0465619905213277,-0.0075532311923875,0.1417385634210344,0.0498879568965522
